image,pillars_and_stances,pillar,stance_list,stance
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4564.jpg,"['Economic Defence', ['Against', 'Against', 'Neutral']]",Economic Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4565.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4567.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4568.jpg,"['Psychological Defence', ['Supportive', 'Neutral', 'Supportive']]",Psychological Defence,"['Neutral', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4570.jpg,"['Economic Defence', ['Against', 'Neutral', 'Neutral']]",Economic Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4571.jpg,"['Civil Defence', ['Against', 'Supportive', 'Supportive']]",Civil Defence,"['Against', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4574.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4575.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4577.jpg,"['Psychological Defence', ['Against', 'Neutral', 'Neutral']]",Psychological Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4579.jpg,"['Psychological Defence', ['Against', 'Against', 'Neutral']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4581.jpg,"['Economic Defence', ['Against', 'Neutral', 'Against']]",Economic Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4584.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4586.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4588.jpg,"['Civil Defence', ['Supportive', 'Neutral', 'Neutral']]",Civil Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4589.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4590.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4591.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4592.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4596.jpg,"['Economic Defence', ['Against', 'Neutral', 'Against']]",Economic Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4598.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4600.jpg,"['Economic Defence', ['Against', 'Against', 'Neutral']]",Economic Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4601.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4607.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4608.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4609.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4610.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4611.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4612.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4617.jpg,"['Military Defence', ['Neutral', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4619.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4620.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4621.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4623.jpg,"['Civil Defence', ['Against', 'Neutral', 'Against']]",Civil Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4624.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4625.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4627.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4628.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4631.jpg,"['Economic Defence', ['Against', 'Against', 'Neutral']]",Economic Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4633.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4635.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4636.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4638.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4640.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4641.jpg,"['Civil Defence', ['Against', 'Neutral', 'Against']]",Civil Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4644.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4648.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4649.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4651.jpg,"['Military Defence', ['Supportive', 'Supportive', 'Neutral']]",Military Defence,"['Neutral', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4652.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4654.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4655.jpg,"['Economic Defence', ['Supportive', 'Neutral', 'Neutral']]",Economic Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4657.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4658.jpg,"['Psychological Defence', ['Supportive', 'Neutral', 'Neutral']]",Psychological Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4659.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4661.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4663.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4665.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Against']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4667.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4669.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4670.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4671.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4675.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4676.jpg,"['Civil Defence', ['Against', 'Neutral', 'Neutral']]",Civil Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4678.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4680.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4682.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4684.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4685.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4686.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4688.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4691.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4695.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4696.jpg,"['Economic Defence', ['Against', 'Neutral', 'Against']]",Economic Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4697.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4705.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4709.jpg,"['Civil Defence', ['Supportive', 'Neutral', 'Supportive']]",Civil Defence,"['Neutral', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4712.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4713.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4716.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4717.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4718.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4720.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4721.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4723.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4724.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4727.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4730.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4732.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4734.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4735.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4737.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4740.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4742.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4743.jpg,"['Economic Defence', ['Against', 'Neutral', 'Neutral']]",Economic Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4744.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4747.jpg,"['Psychological Defence', ['Against', 'Neutral', 'Against']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4748.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4749.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4751.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4752.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4753.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4755.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4756.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4757.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4759.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4762.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4763.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4765.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4767.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4769.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4770.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4771.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4773.jpg,"['Psychological Defence', ['Against', 'Against', 'Neutral']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4777.jpg,"['Civil Defence', ['Supportive', 'Against', 'Supportive']]",Civil Defence,"['Against', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4778.jpg,"['Military Defence', ['Neutral', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4786.jpg,"['Military Defence', ['Neutral', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4797.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4802.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4806.jpg,"['Economic Defence', ['Neutral', 'Against', 'Against']]",Economic Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4811.jpg,"['Military Defence', ['Neutral', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4826.jpg,"['Military Defence', ['Against', 'Against', 'Supportive']]",Military Defence,"['Against', 'Against', 'Supportive']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4827.jpg,"['Economic Defence', ['Neutral', 'Supportive', 'Neutral']]",Economic Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4828.jpg,"['Military Defence', ['Neutral', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4830.jpg,"['Military Defence', ['Supportive', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Supportive']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4834.jpg,"['Civil Defence', ['Neutral', 'Neutral', 'Against']]",Civil Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4838.jpg,"['Civil Defence', ['Neutral', 'Neutral', 'Supportive']]",Civil Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4840.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
