image,pillars_and_stances,pillar,stance_list,stance,caption,pillar_w_definition,prediction
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4474.jpg,"['Civil Defence', ['Supportive', 'Supportive']]",Civil Defence,"['Supportive', 'Supportive']",Supportive,you're watching police and then the police force is watching turn on sff,"Singapore's Civil Defence: Collective effort of the Singaporean society to spot signs of threats, respond effectively and recover quickly from crisis.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4476.jpg,"['Civil Defence', ['Neutral', 'Neutral']]",Civil Defence,"['Neutral', 'Neutral']",Neutral,katong plaza sff saff sff sff sff sff,"Singapore's Civil Defence: Collective effort of the Singaporean society to spot signs of threats, respond effectively and recover quickly from crisis.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4480.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"the meme shows a dog sleeping in a bed, a man sleeping in a bed, and a dog sleeping in a bed","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4481.jpg,"['Economic Defence', ['Neutral', 'Neutral', 'Neutral']]",Economic Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,hbo needs to have higher price so that i can retire,Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4483.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,when your bunk mate comes back sweating like a dog after duty and sits take a shower immediately meme,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4485.jpg,"['Military Defence', ['Against', 'Against']]",Military Defence,"['Against', 'Against']",Against,absolutely no one not a single cade ocs scorpion king build millionaire underground swimming house,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4486.jpg,"['Psychological Defence', ['Against', 'Against', 'Against']]",Psychological Defence,"['Against', 'Against', 'Against']",Against,who wants to live in new york city after reading the new hbd laws be like,"Singapore's Psychological Defence: The will and resolve to defend the Singaporean way of life and interests, the fighting spirit to overcome challenges together.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4490.jpg,"['Psychological Defence', ['Supportive', 'Supportive']]",Psychological Defence,"['Supportive', 'Supportive']",Supportive,the avengers endgame is the most ambitious crossover in singapore history singapore mts song,"Singapore's Psychological Defence: The will and resolve to defend the Singaporean way of life and interests, the fighting spirit to overcome challenges together.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4493.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,lord forgive me but about half water bottle drink up without cutting the saf values,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4499.jpg,"['Military Defence', ['Supportive', 'Supportive']]",Military Defence,"['Supportive', 'Supportive']",Supportive,poor people rich people after teaching them back from outfield,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4500.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,celebrating saf day 2020 camouflage puff,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4505.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,nsf pinning the trees during outfield the poocing hiding in the dark dark,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4506.jpg,"['Military Defence', ['Against', 'Against']]",Military Defence,"['Against', 'Against']",Against,"spongebob squarepants - spongebob squarepants, spongebob squarepants meme, spongebob squarepants, spongebob squarep","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4508.jpg,"['Economic Defence', ['Supportive', 'Supportive', 'Supportive']]",Economic Defence,"['Supportive', 'Supportive', 'Supportive']",Supportive,holy molly $ ccp top up for those age 50 to 64,Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4509.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,they did surgery on a grape,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4510.jpg,"['Economic Defence', ['Supportive', 'Supportive']]",Economic Defence,"['Supportive', 'Supportive']",Supportive,"the meme shows a man and woman sitting at a table with a sign that says,'sorority get married bought ",Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4512.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,nobody nsf instagram while outfield,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4514.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,when you say you'll get a chance to ccs after you got nicked at sit time don't do that don,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4516.jpg,"['Military Defence', ['Against', 'Against']]",Military Defence,"['Against', 'Against']",Against,breaking news saf releases no 2 mfst,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4517.jpg,"['Military Defence', ['Against', 'Against']]",Military Defence,"['Against', 'Against']",Against,mercedes a z guide to n freedom,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4518.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"in outfield, when you add more flavouring to your tony hawk maggie for more with less spice chef","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4519.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,coloured picture of nsf at the stump station in ellis system 01 cira 1971,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4520.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,when the privates start acting like laigoo,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4523.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,when you just enrolled in ns but still sibel dedicated to your boyfriend to your gf,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4525.jpg,"['Military Defence', ['Against', 'Against']]",Military Defence,"['Against', 'Against']",Against,when a ns comes and you find out you're out without dying because ns already made you dead inside just like the simulation,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4526.jpg,"['Psychological Defence', ['Against', 'Against', 'Against']]",Psychological Defence,"['Against', 'Against', 'Against']",Against,thanos avengers smrt smrt smrt smrt s,"Singapore's Psychological Defence: The will and resolve to defend the Singaporean way of life and interests, the fighting spirit to overcome challenges together.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4529.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,how to go to ocs,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4531.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,a woman is holding her mouth and another woman is holding her mouth and a third woman is holding her mouth,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4535.jpg,"['Military Defence', ['Against', 'Against']]",Military Defence,"['Against', 'Against']",Against,"the meme shows a man and woman in a bus, with a green card in their hands","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4537.jpg,"['Economic Defence', ['Neutral', 'Neutral']]",Economic Defence,"['Neutral', 'Neutral']",Neutral,avengers avengers avengers avengers avengers avengers,Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4540.jpg,"['Civil Defence', ['Against', 'Against']]",Civil Defence,"['Against', 'Against']",Against,a month old baby taken to hospital after accident involving socf ambulance 2 cars,"Singapore's Civil Defence: Collective effort of the Singaporean society to spot signs of threats, respond effectively and recover quickly from crisis.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4541.jpg,"['Economic Defence', ['Neutral', 'Neutral']]",Economic Defence,"['Neutral', 'Neutral']",Neutral,"the caption reads, dolphins have returned to singapore",Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4551.jpg,"['Military Defence', ['Against', 'Against']]",Military Defence,"['Against', 'Against']",Against,money to rso at private clinic chinese new year visiting,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4553.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,there's always one guy in the bunk like that one guy,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4555.jpg,"['Military Defence', ['Against', 'Against']]",Military Defence,"['Against', 'Against']",Against,the meme shows a man in a suit and tie holding a piece of paper,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4556.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,things to say to your nipple this week need to sign 120 gonna miss you 120 cause you lost me in your eyes,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4557.jpg,"['Military Defence', ['Against', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Against']",Against,someone is trying to help a turtle by holding it up,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4558.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"your 10 guide to bmtc schools like normal schools, just ccc is ncc","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4559.jpg,"['Psychological Defence', ['Neutral', 'Neutral']]",Psychological Defence,"['Neutral', 'Neutral']",Neutral,"fighting with crowns, go for npd picnic, staying at home, we're waiting for you","Singapore's Psychological Defence: The will and resolve to defend the Singaporean way of life and interests, the fighting spirit to overcome challenges together.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4560.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,cid don fucking move google play store,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4566.jpg,"['Digital Defence', ['Against', 'Against']]",Digital Defence,"['Against', 'Against']",Against,the meme shows an venn diagram of apple airpods and tracfone together,"Singapore's Digital Defence: Being secure, alert and responsible online.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4569.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,everytime the octogenarian is called sir in civilian life just like in n's,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4573.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"a meme showing a person with a tv, a laptop, and a phone","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4580.jpg,"['Social Defence', ['Against', 'Against']]",Social Defence,"['Against', 'Against']",Against,not ready chinese pm pm office - gif tagged w/ imgflip meme maker,"Singapore's Social Defence: Bonds that unite Singaporeans, built on trust and understanding among people of different races and religions, living in harmony and looking out for one another.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4583.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,mercedes a z guide to ns j stands for jogging on the spot in position ready,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4593.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,chinese nsf booking on 26 december to be like guys hands getting leather and hats,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4594.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,the meme shows a soldier in a uniform holding a gun and a text message,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4603.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,the meme shows a cartoon baby in a pink shirt and a pink hat,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4604.jpg,"['Economic Defence', ['Against', 'Against', 'Against']]",Economic Defence,"['Against', 'Against', 'Against']",Against,the meme shows a cartoon avatar with a sword and a taiwanese flag,Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4606.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,the meme shows a man in a green shirt and a man in a white shirt,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4613.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,did you know the saf practiced the british open salute unit 1776 but stopped because nsf kept doing,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4615.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,i'm an nsf and need to shower starter pack,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4616.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,mum i need to buy new sleeping clothes not nss i need nss i've been being ord ,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4618.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,they made that ns word into a real thing,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4629.jpg,"['Civil Defence', ['Supportive', 'Supportive', 'Supportive']]",Civil Defence,"['Supportive', 'Supportive', 'Supportive']",Supportive,responds to claim '99 operator on hand to help woman paramedic was calm throughout lies spreading about paramedics,"Singapore's Civil Defence: Collective effort of the Singaporean society to spot signs of threats, respond effectively and recover quickly from crisis.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4632.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,the meme shows a black and white photo of a tiger laying on a chain link fence,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4639.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,nsf when they see chai in camp nsf seeing chai in office,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4643.jpg,"['Digital Defence', ['Against', 'Against']]",Digital Defence,"['Against', 'Against']",Against,"a woman in a classroom with a t-shirt that says,'trax together scanning to keep you safe raise your hand ","Singapore's Digital Defence: Being secure, alert and responsible online.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4647.jpg,"['Psychological Defence', ['Neutral', 'Neutral']]",Psychological Defence,"['Neutral', 'Neutral']",Neutral,"the meme shows a man with a mustache and a mustache, and a man with a mustache and a must","Singapore's Psychological Defence: The will and resolve to defend the Singaporean way of life and interests, the fighting spirit to overcome challenges together.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4653.jpg,"['Civil Defence', ['Supportive', 'Supportive']]",Civil Defence,"['Supportive', 'Supportive']",Supportive,americans going to the police going to the singapore police about race,"Singapore's Civil Defence: Collective effort of the Singaporean society to spot signs of threats, respond effectively and recover quickly from crisis.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4662.jpg,"['Economic Defence', ['Against', 'Against', 'Against']]",Economic Defence,"['Against', 'Against', 'Against']",Against,parallel lines - two lines which never meet example singaporeans getting their cff,Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4664.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,the meme shows a man wearing a black t - shirt with the words land pilot on it,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4668.jpg,"['Digital Defence', ['Against', 'Against']]",Digital Defence,"['Against', 'Against']",Against,when you try to go anywhere without trace together,"Singapore's Digital Defence: Being secure, alert and responsible online.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4677.jpg,"['Economic Defence', ['Against', 'Against']]",Economic Defence,"['Against', 'Against']",Against,pov people in singapore who can buy hdd at hdd at 25 family nukes,Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4679.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,when you fall asleep on your first guard shift and it's time for your last when you wake up time travel,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4687.jpg,"['Economic Defence', ['Neutral', 'Neutral']]",Economic Defence,"['Neutral', 'Neutral']",Neutral,a comic strip about a man in an office,Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4689.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,when your nsf boyfriend asks you to stay by his side till he orders,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4690.jpg,"['Economic Defence', ['Neutral', 'Neutral']]",Economic Defence,"['Neutral', 'Neutral']",Neutral,you were my mind i am a bio-mat,Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4694.jpg,"['Military Defence', ['Against', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Against']",Against,pov you're going to enlist into ns text cartoon organism organism organism organism organism organism organism organism organism organism organism organism organism organism,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4702.jpg,"['Psychological Defence', ['Against', 'Against']]",Psychological Defence,"['Against', 'Against']",Against,the meme shows a man and a woman standing in front of a building,"Singapore's Psychological Defence: The will and resolve to defend the Singaporean way of life and interests, the fighting spirit to overcome challenges together.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4706.jpg,"['Civil Defence', ['Neutral', 'Neutral']]",Civil Defence,"['Neutral', 'Neutral']",Neutral,the big bang theory - tv show - tv show - tv show - tv show ,"Singapore's Civil Defence: Collective effort of the Singaporean society to spot signs of threats, respond effectively and recover quickly from crisis.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4710.jpg,"['Digital Defence', ['Against', 'Against']]",Digital Defence,"['Against', 'Against']",Against,your honour my client's token was broken - your honour my client's token was broken,"Singapore's Digital Defence: Being secure, alert and responsible online.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4711.jpg,"['Digital Defence', ['Against', 'Against', 'Against']]",Digital Defence,"['Against', 'Against', 'Against']",Against,the meme shows a man in a car with a cid monitoring officer when he can't see me anymore because ,"Singapore's Digital Defence: Being secure, alert and responsible online.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4719.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,mercedes a z guide to n z stands for zoot true lago merchandise,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4726.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,the meme shows a comic strip of a soldier in a classroom,"Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4733.jpg,"['Civil Defence', ['Against', 'Against', 'Against']]",Civil Defence,"['Against', 'Against', 'Against']",Against,spf spotty passing selection matrix 2019 coloured,"Singapore's Civil Defence: Collective effort of the Singaporean society to spot signs of threats, respond effectively and recover quickly from crisis.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4736.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"the meme shows a bag, a backpack, and a gun","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4738.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"you wake up and see this, wdd?","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4739.jpg,"['Economic Defence', ['Against', 'Against', 'Against']]",Economic Defence,"['Against', 'Against', 'Against']",Against,born too late to enjoy a life without teen drama,Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
